0, 0.0757269, 0.939956, 0.0686746, -0.268968, 0.274905, -0.12358, 0.0877112, 0.751514, 0.252159
0.02, 0.10067, 0.945261, 0.0664347, -0.224372, 0.24525, -0.128748, 0.0303509, 0.819422, 0.204756
0.04, 0.125623, 0.950467, 0.0629105, -0.176303, 0.210218, -0.128927, -0.0223203, 0.868384, 0.138768
0.06, 0.150564, 0.955412, 0.0583157, -0.126485, 0.172862, -0.125501, -0.0695545, 0.896259, 0.0655815
0.08, 0.17546, 0.959941, 0.0528761, -0.07653, 0.136118, -0.120142, -0.110979, 0.902332, -0.0053209
0.1, 0.200278, 0.963911, 0.0468118, -0.0277141, 0.102358, -0.114344, -0.146383, 0.886975, -0.0681263
0.12, 0.225007, 0.967206, 0.0403367, 0.0191514, 0.0730748, -0.109192, -0.175541, 0.851051, -0.120495
0.14, 0.249645, 0.969749, 0.0336644, 0.0636937, 0.0487979, -0.105382, -0.198137, 0.795428, -0.162377
0.16, 0.2742, 0.9715, 0.0270024, 0.105878, 0.029261, -0.103271, -0.213689, 0.720592, -0.194655
0.18, 0.298687, 0.972457, 0.0205414, 0.14589, 0.0136973, -0.102875, -0.221396, 0.626233, -0.21786
0.2, 0.323131, 0.972634, 0.0144233, 0.184052, 0.00115299, -0.10396, -0.219968, 0.510892, -0.231022
0.22, 0.347581, 0.972031, 0.00869175, 0.2208, -0.00925612, -0.106265, -0.207777, 0.372504, -0.230895
0.24, 0.372107, 0.970565, 0.00331234, 0.256571, -0.018123, -0.109725, -0.184565, 0.212598, -0.21347
0.26, 0.396704, 0.9681, -0.00164605, 0.291359, -0.025446, -0.114474, -0.15602, 0.0471333, -0.182153
0.28, 0.421235, 0.964719, -0.00593454, 0.324304, -0.030358, -0.120183, -0.133189, -0.0945088, -0.152673
0.3, 0.445608, 0.960789, -0.0094342, 0.35428, -0.0314384, -0.125687, -0.121269, -0.196048, -0.135319
0.32, 0.469843, 0.956646, -0.0121823, 0.380378, -0.0272719, -0.129468, -0.11871, -0.25773, -0.127311
0.34, 0.493981, 0.952495, -0.0141996, 0.401867, -0.0167889, -0.129887, -0.123142, -0.283612, -0.121719
0.36, 0.518049, 0.948466, -0.0154596, 0.418189, 0.000616218, -0.12517, -0.133219, -0.277872, -0.112271
0.38, 0.542055, 0.944664, -0.0159211, 0.428867, 0.0252931, -0.1134, -0.148306, -0.24531, -0.0947506
0.4, 0.565982, 0.941217, -0.0155651, 0.433287, 0.0577708, -0.0925882, -0.16795, -0.19132, -0.0686574
0.42, 0.589798, 0.938275, -0.0144267, 0.430506, 0.0991237, -0.0609957, -0.191533, -0.120958, -0.038756
0.44, 0.613459, 0.93599, -0.0126187, 0.419263, 0.151022, -0.0177323, -0.217828, -0.0388532, -0.0139095
0.46, 0.636917, 0.934468, -0.0103248, 0.398229, 0.215354, 0.0364657, -0.244256, 0.0488687, -0.00232836
0.48, 0.660083, 0.93376, -0.00773906, 0.366446, 0.293328, 0.098362, -0.26688, 0.133377, -0.00700068
0.5, 0.682812, 0.933871, -0.0049904, 0.323979, 0.384053, 0.161508, -0.282082, 0.205969, -0.0255698
0.52, 0.704964, 0.934778, -0.00219021, 0.272577, 0.483357, 0.216531, -0.28811, 0.261663, -0.0530359
0.54, 0.726497, 0.936454, 0.000440388, 0.215532, 0.584251, 0.253313, -0.284902, 0.299451, -0.083857
0.56, 0.747477, 0.938878, 0.00258221, 0.156515, 0.679049, 0.264507, -0.273215, 0.320598, -0.113156
0.58, 0.768016, 0.942009, 0.0039652, 0.0984499, 0.761291, 0.248274, -0.254095, 0.327216, -0.137478
0.6, 0.788212, 0.945761, 0.00446917, 0.0432177, 0.826374, 0.208647, -0.228691, 0.321594, -0.15505
0.62, 0.808134, 0.949989, 0.00411195, -0.00804652, 0.871415, 0.15359, -0.198212, 0.306069, -0.16559
0.64, 0.827828, 0.954493, 0.00299067, -0.0545559, 0.895001, 0.0920202, -0.163928, 0.283102, -0.169914
0.66, 0.847328, 0.959037, 0.00122647, -0.0956462, 0.896927, 0.0315329, -0.127159, 0.255293, -0.169529
0.68, 0.866666, 0.963384, -0.00106422, -0.130743, 0.877868, -0.0224842, -0.0891793, 0.225234, -0.166253
0.7, 0.885873, 0.967326, -0.00376548, -0.159424, 0.839066, -0.066882, -0.0511198, 0.195233, -0.161877
0.72, 0.904979, 0.970696, -0.00674785, -0.18145, 0.78205, -0.100369, -0.0138823, 0.167097, -0.157896
0.74, 0.924017, 0.973376, -0.00988055, -0.19672, 0.708395, -0.123016, 0.0218995, 0.14205, -0.155383
0.76, 0.943022, 0.975296, -0.0130644, -0.205188, 0.619599, -0.135871, 0.0558882, 0.120745, -0.154983
0.78, 0.962032, 0.976424, -0.0162444, -0.206856, 0.517133, -0.140563, 0.088032, 0.103313, -0.156966
0.8, 0.981084, 0.976761, -0.0193916, -0.201876, 0.402712, -0.138772, 0.118486, 0.0894857, -0.161317
0.82, 1.00021, 0.976324, -0.0224757, -0.190859, 0.279057, -0.132002, 0.147491, 0.0787903, -0.167853
0.84, 1.01944, 0.975142, -0.0254518, -0.175458, 0.151455, -0.122198, 0.175265, 0.0707298, -0.176291
0.86, 1.03875, 0.973277, -0.0282779, -0.158654, 0.0287138, -0.112694, 0.201955, 0.0648847, -0.186211
0.88, 1.05814, 0.970859, -0.0309532, -0.143639, -0.0792962, -0.107239, 0.227655, 0.0609426, -0.196957
0.9, 1.0776, 0.968065, -0.0335213, -0.132224, -0.165643, -0.107412, 0.252439, 0.0586949, -0.207666
0.92, 1.09715, 0.965055, -0.0360249, -0.124769, -0.227142, -0.112076, 0.276357, 0.0580079, -0.217395
0.94, 1.11681, 0.961945, -0.0384784, -0.120979, -0.263162, -0.118697, 0.29943, 0.0587714, -0.225239
0.96, 1.13658, 0.958802, -0.0408791, -0.120344, -0.27512, -0.124169, 0.32166, 0.0608812, -0.230431
0.98, 1.15647, 0.955667, -0.043222, -0.122159, -0.266629, -0.124893, 0.343003, 0.0643019, -0.232389
1, 1.17647, 0.952595, -0.0454851, -0.125482, -0.243305, -0.117233, 0.363256, 0.0692194, -0.230628
1.02, 1.19653, 0.949688, -0.0475862, -0.129352, -0.2115, -0.0989601, 0.381888, 0.0762107, -0.224577
1.04, 1.21658, 0.947104, -0.0493532, -0.133219, -0.176265, -0.0708774, 0.397949, 0.0862989, -0.213446
1.06, 1.23653, 0.945022, -0.0505592, -0.137091, -0.140106, -0.0371256, 0.41019, 0.100818, -0.19632
1.08, 1.25626, 0.943596, -0.0510113, -0.141166, -0.103569, -0.00360745, 0.417335, 0.121167, -0.172481
1.1, 1.27567, 0.942918, -0.0506387, -0.145272, -0.0668794, 0.0244578, 0.418367, 0.148589, -0.141773
1.12, 1.29469, 0.943004, -0.0495313, -0.148655, -0.0310775, 0.044177, 0.412659, 0.184066, -0.10492
1.14, 1.31328, 0.943795, -0.0479055, -0.150294, 0.00212737, 0.0549539, 0.399951, 0.228315, -0.0638058
1.16, 1.33138, 0.945181, -0.0460092, -0.149488, 0.0313517, 0.0573795, 0.38026, 0.281716, -0.021687
1.18, 1.34893, 0.947021, -0.0440325, -0.146181, 0.056237, 0.0523998, 0.353911, 0.343944, 0.016833
1.2, 1.36587, 0.949176, -0.0420982, -0.140777, 0.077234, 0.0413401, 0.32176, 0.413355, 0.0463928
1.22, 1.38219, 0.951533, -0.0403144, -0.133662, 0.0948322, 0.0262119, 0.285328, 0.486634, 0.0622061
1.24, 1.39788, 0.954022, -0.0388047, -0.124899, 0.109011, 0.00952876, 0.246564, 0.559224, 0.0617093
1.26, 1.41301, 0.956605, -0.0376869, -0.114298, 0.11933, -0.00641835, 0.207331, 0.626378, 0.0455605
1.28, 1.42762, 0.959252, -0.0370363, -0.101683, 0.12541, -0.0201652, 0.169058, 0.684108, 0.0172469
1.3, 1.44178, 0.961924, -0.0368746, -0.0870815, 0.127304, -0.0311354, 0.132704, 0.729646, -0.0184394
1.32, 1.45552, 0.96457, -0.0371959, -0.0707467, 0.125557, -0.0393911, 0.0989165, 0.761458, -0.0570753
1.34, 1.46889, 0.967135, -0.0379821, -0.0530926, 0.121066, -0.045399, 0.0681329, 0.77904, -0.0954658
1.36, 1.48192, 0.969562, -0.0391796, -0.0346368, 0.114874, -0.0498443, 0.0405873, 0.782631, -0.131521
1.38, 1.49464, 0.971799, -0.0406877, -0.015919, 0.107966, -0.0534561, 0.0163236, 0.772908, -0.163753
1.4, 1.50708, 0.973797, -0.0423747, 0.00257748, 0.101136, -0.0568735, -0.00474217, 0.75073, -0.191
1.42, 1.51922, 0.975522, -0.044092, 0.0204724, 0.0949031, -0.0605577, -0.0227658, 0.717036, -0.212471
1.44, 1.53107, 0.976956, -0.0456884, 0.0375047, 0.0895168, -0.0647487, -0.0379314, 0.672844, -0.227857
1.46, 1.54262, 0.978099, -0.0470348, 0.0535361, 0.0850117, -0.0694649, -0.0504155, 0.619292, -0.237331
