0, 0.0757269, 0.939956, 0.0686746, -0.268968, 0.274905, -0.12358, 0.0877112, 0.751514, 0.252159
0.02, 0.10085, 0.945275, 0.0663459, -0.222823, 0.242629, -0.127781, 0.0305746, 0.81902, 0.205865
0.04, 0.125996, 0.950505, 0.0627068, -0.17293, 0.204371, -0.126464, -0.021874, 0.86752, 0.141253
0.06, 0.151131, 0.955479, 0.0579929, -0.121191, 0.163515, -0.121178, -0.0689292, 0.895032, 0.0694143
0.08, 0.176209, 0.960034, 0.0524513, -0.0694177, 0.123388, -0.113847, -0.110256, 0.900952, -0.000391695
0.1, 0.20119, 0.964027, 0.0463166, -0.0190453, 0.086694, -0.106212, -0.145669, 0.885704, -0.0624501
0.12, 0.226054, 0.967342, 0.0398066, 0.0290402, 0.0550872, -0.0995133, -0.174952, 0.850154, -0.114425
0.14, 0.2508, 0.969904, 0.0331267, 0.0744758, 0.0290985, -0.094488, -0.197782, 0.795149, -0.156232
0.16, 0.27544, 0.971676, 0.0264699, 0.117284, 0.00837037, -0.0914627, -0.213651, 0.72115, -0.188712
0.18, 0.299989, 0.972658, 0.0200164, 0.157712, -0.00797932, -0.0903875, -0.221722, 0.627784, -0.212375
0.2, 0.324471, 0.972871, 0.013907, 0.196128, -0.0210079, -0.090957, -0.220614, 0.513408, -0.226224
0.22, 0.348938, 0.972319, 0.00818786, 0.232998, -0.0316845, -0.0928424, -0.208441, 0.375397, -0.226853
0.24, 0.373469, 0.970917, 0.00281516, 0.268815, -0.0406805, -0.0959397, -0.18444, 0.214146, -0.209677
0.26, 0.398077, 0.968506, -0.0021584, 0.303647, -0.048062, -0.10041, -0.154267, 0.045513, -0.177725
0.28, 0.422624, 0.96515, -0.00647993, 0.336636, -0.0529597, -0.105972, -0.130208, -0.0983733, -0.148079
0.3, 0.44702, 0.961232, -0.0100417, 0.366635, -0.0539064, -0.11144, -0.117846, -0.200366, -0.131539
0.32, 0.471297, 0.957101, -0.012904, 0.392745, -0.0494626, -0.11529, -0.115085, -0.261911, -0.124446
0.34, 0.495503, 0.952959, -0.015101, 0.414246, -0.0385546, -0.115887, -0.119209, -0.287789, -0.119331
0.36, 0.519668, 0.948935, -0.0166169, 0.430592, -0.0205916, -0.111447, -0.12877, -0.282344, -0.109846
0.38, 0.5438, 0.945135, -0.0174269, 0.441326, 0.00474645, -0.100021, -0.143144, -0.250276, -0.0919615
0.4, 0.567883, 0.941688, -0.0175314, 0.445854, 0.0379587, -0.0795765, -0.161936, -0.196771, -0.0654727
0.42, 0.59188, 0.938746, -0.0169752, 0.443232, 0.0801089, -0.0483171, -0.184618, -0.126643, -0.0354297
0.44, 0.615737, 0.936461, -0.0158534, 0.432151, 0.132894, -0.00529234, -0.210084, -0.0443203, -0.0108653
0.46, 0.639387, 0.934935, -0.0143016, 0.411184, 0.198279, 0.0488172, -0.235838, 0.0440814, 6.13079e-05
0.48, 0.662721, 0.934212, -0.0124468, 0.379254, 0.27758, 0.110805, -0.257921, 0.129432, -0.00534944
